Départ;Arrivée;Voyageur;Profil / carte;Identifiant profil;Clé relation;Prix 2de (€);Prix 1re (€);Source;Date de vérification;Statut;Écart vs valeur actuelle
Meximieux – Pérouges;Seyssel – Corbonod;Enfant;Carte Familles Nombreuses (-30 %);child-famille-nombreuse-30;meximieux-perouges|seyssel-corbonod;5,30;9,00;SNCF Connect;2026-09-02;lu directement;identique
Meximieux – Pérouges;Seyssel – Corbonod;Enfant;Carte Familles Nombreuses (-40 %);child-famille-nombreuse-40;meximieux-perouges|seyssel-corbonod;4,50;8,30;SNCF Connect;2026-09-02;lu directement;identique
Meximieux – Pérouges;Seyssel – Corbonod;Enfant;Carte Familles Nombreuses (-50 %);child-famille-nombreuse-50;meximieux-perouges|seyssel-corbonod;3,80;7,50;SNCF Connect;2026-09-02;lu directement;identique
Meximieux – Pérouges;Seyssel – Corbonod;Enfant;Carte Familles Nombreuses (-75 %);child-famille-nombreuse-75;meximieux-perouges|seyssel-corbonod;1,90;5,70;SNCF Connect;2026-09-02;lu directement;identique
Meximieux – Pérouges;Bellegarde-sur-Valserine;Adulte;Aucune — Plein tarif;adult-none;meximieux-perouges|bellegarde-sur-valserine;21,90;33,20;SNCF Connect;2026-09-02;lu directement;identique
Meximieux – Pérouges;Bellegarde-sur-Valserine;Adulte;illico LIBERTÉ — Semaine (-25 %);adult-illico-liberte-weekday;meximieux-perouges|bellegarde-sur-valserine;16,50;24,90;SNCF Connect;2026-09-02;lu directement;identique
Meximieux – Pérouges;Bellegarde-sur-Valserine;Adulte;illico LIBERTÉ — Week-end / Jour férié (-50 %);adult-illico-liberte-weekend;meximieux-perouges|bellegarde-sur-valserine;11,00;16,60;SNCF Connect;2026-09-02;lu directement;identique
Meximieux – Pérouges;Bellegarde-sur-Valserine;Adulte;illico LIBERTÉ — Accompagnant, Week-end / Jour férié (-50 %);adult-illico-liberte-weekend-companion;meximieux-perouges|bellegarde-sur-valserine;11,00;16,60;SNCF Connect;2026-09-02;lu directement;identique
Meximieux – Pérouges;Bellegarde-sur-Valserine;Adulte;illico LIBERTÉ JEUNES (-50 %);adult-illico-jeunes;meximieux-perouges|bellegarde-sur-valserine;11,00;16,60;SNCF Connect;2026-09-02;lu directement;identique
Meximieux – Pérouges;Bellegarde-sur-Valserine;Adulte;Carte Liberté SNCF (-25 %);adult-liberte-nationale;meximieux-perouges|bellegarde-sur-valserine;16,50;24,90;SNCF Connect;2026-09-02;lu directement;identique
Meximieux – Pérouges;Bellegarde-sur-Valserine;Adulte;Carte Familles Nombreuses (-30 %);adult-famille-nombreuse-30;meximieux-perouges|bellegarde-sur-valserine;12,40;21,20;SNCF Connect;2026-09-02;lu directement;identique
Meximieux – Pérouges;Bellegarde-sur-Valserine;Adulte;Carte Familles Nombreuses (-40 %);adult-famille-nombreuse-40;meximieux-perouges|bellegarde-sur-valserine;10,70;19,50;SNCF Connect;2026-09-02;lu directement;identique
Meximieux – Pérouges;Bellegarde-sur-Valserine;Adulte;Carte Familles Nombreuses (-50 %);adult-famille-nombreuse-50;meximieux-perouges|bellegarde-sur-valserine;8,90;17,70;SNCF Connect;2026-09-02;lu directement;identique
Meximieux – Pérouges;Bellegarde-sur-Valserine;Adulte;Carte Familles Nombreuses (-75 %);adult-famille-nombreuse-75;meximieux-perouges|bellegarde-sur-valserine;4,50;13,30;SNCF Connect;2026-09-02;lu directement;identique
Meximieux – Pérouges;Bellegarde-sur-Valserine;Adulte;Carte Militaire (-75 %);adult-military;meximieux-perouges|bellegarde-sur-valserine;5,50;8,30;TER Auvergne-Rhône-Alpes;2026-09-02;lu directement;"écart (ancienne 2de 4,50 ; ancienne 1re 13,30)"
Meximieux – Pérouges;Bellegarde-sur-Valserine;Adulte;Carte Famille Militaire (-40 %);adult-family-military;meximieux-perouges|bellegarde-sur-valserine;13,20;20,00;SNCF Connect;2026-09-02;lu directement;identique
Meximieux – Pérouges;Bellegarde-sur-Valserine;Enfant;Aucune — Tarif Enfant 4–11 ans;child-none;meximieux-perouges|bellegarde-sur-valserine;11,00;16,60;SNCF Connect;2026-09-02;lu directement;identique
Meximieux – Pérouges;Bellegarde-sur-Valserine;Enfant;illico LIBERTÉ — Accompagnant, Week-end / Jour férié;child-illico-liberte-weekend-companion;meximieux-perouges|bellegarde-sur-valserine;5,50;8,30;SNCF Connect;2026-09-02;lu directement;identique
Meximieux – Pérouges;Bellegarde-sur-Valserine;Enfant;Carte Famille Militaire;child-family-military;meximieux-perouges|bellegarde-sur-valserine;6,60;10,00;SNCF Connect;2026-09-02;lu directement;identique
Meximieux – Pérouges;Bellegarde-sur-Valserine;Enfant;Carte Familles Nombreuses (-30 %);child-famille-nombreuse-30;meximieux-perouges|bellegarde-sur-valserine;6,20;10,60;SNCF Connect;2026-09-02;lu directement;identique
Meximieux – Pérouges;Bellegarde-sur-Valserine;Enfant;Carte Familles Nombreuses (-40 %);child-famille-nombreuse-40;meximieux-perouges|bellegarde-sur-valserine;5,40;9,80;SNCF Connect;2026-09-02;lu directement;identique
Meximieux – Pérouges;Bellegarde-sur-Valserine;Enfant;Carte Familles Nombreuses (-50 %);child-famille-nombreuse-50;meximieux-perouges|bellegarde-sur-valserine;4,50;8,90;SNCF Connect;2026-09-02;lu directement;identique
Meximieux – Pérouges;Bellegarde-sur-Valserine;Enfant;Carte Familles Nombreuses (-75 %);child-famille-nombreuse-75;meximieux-perouges|bellegarde-sur-valserine;2,30;6,70;SNCF Connect;2026-09-02;lu directement;identique
Meximieux – Pérouges;Genève;Adulte;Aucune — Plein tarif;adult-none;meximieux-perouges|geneve;28,40;43,20;SNCF Connect;2026-09-02;lu directement;identique
Meximieux – Pérouges;Genève;Adulte;illico LIBERTÉ — Semaine (-25 %);adult-illico-liberte-weekday;meximieux-perouges|geneve;21,30;32,40;SNCF Connect;2026-09-02;lu directement;identique
Meximieux – Pérouges;Genève;Adulte;illico LIBERTÉ — Week-end / Jour férié (-50 %);adult-illico-liberte-weekend;meximieux-perouges|geneve;14,20;21,60;SNCF Connect;2026-09-02;lu directement;identique
Meximieux – Pérouges;Genève;Adulte;illico LIBERTÉ — Accompagnant, Week-end / Jour férié (-50 %);adult-illico-liberte-weekend-companion;meximieux-perouges|geneve;14,20;21,60;SNCF Connect;2026-09-02;lu directement;identique
Meximieux – Pérouges;Genève;Adulte;illico LIBERTÉ JEUNES (-50 %);adult-illico-jeunes;meximieux-perouges|geneve;14,20;21,60;SNCF Connect;2026-09-02;lu directement;identique
Meximieux – Pérouges;Genève;Adulte;Carte Liberté SNCF (-25 %);adult-liberte-nationale;meximieux-perouges|geneve;21,30;32,40;SNCF Connect;2026-09-02;lu directement;identique
Meximieux – Pérouges;Genève;Adulte;Carte Familles Nombreuses (-30 %);adult-famille-nombreuse-30;meximieux-perouges|geneve;16,10;27,60;SNCF Connect;2026-09-02;lu directement;identique
Meximieux – Pérouges;Genève;Adulte;Carte Familles Nombreuses (-40 %);adult-famille-nombreuse-40;meximieux-perouges|geneve;13,80;25,30;SNCF Connect;2026-09-02;lu directement;identique
Meximieux – Pérouges;Genève;Adulte;Carte Familles Nombreuses (-50 %);adult-famille-nombreuse-50;meximieux-perouges|geneve;11,50;23,00;SNCF Connect;2026-09-02;lu directement;identique
Meximieux – Pérouges;Genève;Adulte;Carte Familles Nombreuses (-75 %);adult-famille-nombreuse-75;meximieux-perouges|geneve;5,80;17,30;SNCF Connect;2026-09-02;lu directement;identique
Meximieux – Pérouges;Genève;Adulte;Carte Militaire (-75 %);adult-military;meximieux-perouges|geneve;7,10;10,80;TER Auvergne-Rhône-Alpes;2026-09-02;lu directement;"écart (ancienne 2de 5,80 ; ancienne 1re 17,30)"
Meximieux – Pérouges;Genève;Adulte;Carte Famille Militaire (-40 %);adult-family-military;meximieux-perouges|geneve;17,10;26,00;SNCF Connect;2026-09-02;lu directement;identique
Meximieux – Pérouges;Genève;Enfant;Aucune — Tarif Enfant 4–11 ans;child-none;meximieux-perouges|geneve;14,20;21,60;SNCF Connect;2026-09-02;lu directement;identique
Meximieux – Pérouges;Genève;Enfant;illico LIBERTÉ — Accompagnant, Week-end / Jour férié;child-illico-liberte-weekend-companion;meximieux-perouges|geneve;7,10;10,80;SNCF Connect;2026-09-02;lu directement;identique
Meximieux – Pérouges;Genève;Enfant;Carte Famille Militaire;child-family-military;meximieux-perouges|geneve;8,60;13,00;SNCF Connect;2026-09-02;lu directement;identique
Meximieux – Pérouges;Genève;Enfant;Carte Familles Nombreuses (-30 %);child-famille-nombreuse-30;meximieux-perouges|geneve;8,10;13,80;SNCF Connect;2026-09-02;lu directement;identique
Meximieux – Pérouges;Genève;Enfant;Carte Familles Nombreuses (-40 %);child-famille-nombreuse-40;meximieux-perouges|geneve;6,90;12,70;SNCF Connect;2026-09-02;lu directement;identique
Meximieux – Pérouges;Genève;Enfant;Carte Familles Nombreuses (-50 %);child-famille-nombreuse-50;meximieux-perouges|geneve;5,80;11,50;SNCF Connect;2026-09-02;lu directement;identique
Meximieux – Pérouges;Genève;Enfant;Carte Familles Nombreuses (-75 %);child-famille-nombreuse-75;meximieux-perouges|geneve;2,90;8,70;SNCF Connect;2026-09-02;lu directement;identique
Ambérieu-en-Bugey;Tenay-Hauteville;Adulte;Aucune — Plein tarif;adult-none;amberieu-en-bugey|tenay-hauteville;5,40;8,20;SNCF Connect;2026-09-02;lu directement;identique
Ambérieu-en-Bugey;Tenay-Hauteville;Adulte;illico LIBERTÉ — Semaine (-25 %);adult-illico-liberte-weekday;amberieu-en-bugey|tenay-hauteville;4,10;6,20;SNCF Connect;2026-09-02;lu directement;identique
Ambérieu-en-Bugey;Tenay-Hauteville;Adulte;illico LIBERTÉ — Week-end / Jour férié (-50 %);adult-illico-liberte-weekend;amberieu-en-bugey|tenay-hauteville;2,70;4,10;SNCF Connect;2026-09-02;lu directement;identique
Ambérieu-en-Bugey;Tenay-Hauteville;Adulte;illico LIBERTÉ — Accompagnant, Week-end / Jour férié (-50 %);adult-illico-liberte-weekend-companion;amberieu-en-bugey|tenay-hauteville;2,70;4,10;SNCF Connect;2026-09-02;lu directement;identique
Ambérieu-en-Bugey;Tenay-Hauteville;Adulte;illico LIBERTÉ JEUNES (-50 %);adult-illico-jeunes;amberieu-en-bugey|tenay-hauteville;2,70;4,10;SNCF Connect;2026-09-02;lu directement;identique
Ambérieu-en-Bugey;Tenay-Hauteville;Adulte;Carte Liberté SNCF (-25 %);adult-liberte-nationale;amberieu-en-bugey|tenay-hauteville;4,10;6,20;SNCF Connect;2026-09-02;lu directement;identique
Ambérieu-en-Bugey;Tenay-Hauteville;Adulte;Carte Familles Nombreuses (-30 %);adult-famille-nombreuse-30;amberieu-en-bugey|tenay-hauteville;3,10;5,30;SNCF Connect;2026-09-02;lu directement;identique
Ambérieu-en-Bugey;Tenay-Hauteville;Adulte;Carte Familles Nombreuses (-40 %);adult-famille-nombreuse-40;amberieu-en-bugey|tenay-hauteville;2,70;4,90;SNCF Connect;2026-09-02;lu directement;identique
Ambérieu-en-Bugey;Tenay-Hauteville;Adulte;Carte Familles Nombreuses (-50 %);adult-famille-nombreuse-50;amberieu-en-bugey|tenay-hauteville;2,20;4,40;SNCF Connect;2026-09-02;lu directement;identique
Ambérieu-en-Bugey;Tenay-Hauteville;Adulte;Carte Familles Nombreuses (-75 %);adult-famille-nombreuse-75;amberieu-en-bugey|tenay-hauteville;1,20;3,30;SNCF Connect;2026-09-02;lu directement;identique
Ambérieu-en-Bugey;Tenay-Hauteville;Adulte;Carte Militaire (-75 %);adult-military;amberieu-en-bugey|tenay-hauteville;1,40;2,10;TER Auvergne-Rhône-Alpes;2026-09-02;lu directement;"écart (ancienne 2de 1,20 ; ancienne 1re 3,30)"
Ambérieu-en-Bugey;Tenay-Hauteville;Adulte;Carte Famille Militaire (-40 %);adult-family-military;amberieu-en-bugey|tenay-hauteville;3,30;5,00;SNCF Connect;2026-09-02;lu directement;identique
Ambérieu-en-Bugey;Tenay-Hauteville;Enfant;Aucune — Tarif Enfant 4–11 ans;child-none;amberieu-en-bugey|tenay-hauteville;2,70;4,10;SNCF Connect;2026-09-02;lu directement;identique
Ambérieu-en-Bugey;Tenay-Hauteville;Enfant;illico LIBERTÉ — Accompagnant, Week-end / Jour férié;child-illico-liberte-weekend-companion;amberieu-en-bugey|tenay-hauteville;1,40;2,10;SNCF Connect;2026-09-02;lu directement;identique
Ambérieu-en-Bugey;Tenay-Hauteville;Enfant;Carte Famille Militaire;child-family-military;amberieu-en-bugey|tenay-hauteville;1,70;2,50;SNCF Connect;2026-09-02;lu directement;identique
Ambérieu-en-Bugey;Tenay-Hauteville;Enfant;Carte Familles Nombreuses (-30 %);child-famille-nombreuse-30;amberieu-en-bugey|tenay-hauteville;1,60;2,70;SNCF Connect;2026-09-02;lu directement;identique
Ambérieu-en-Bugey;Tenay-Hauteville;Enfant;Carte Familles Nombreuses (-40 %);child-famille-nombreuse-40;amberieu-en-bugey|tenay-hauteville;1,40;2,50;SNCF Connect;2026-09-02;lu directement;identique
Ambérieu-en-Bugey;Tenay-Hauteville;Enfant;Carte Familles Nombreuses (-50 %);child-famille-nombreuse-50;amberieu-en-bugey|tenay-hauteville;1,20;2,20;SNCF Connect;2026-09-02;lu directement;identique
Ambérieu-en-Bugey;Tenay-Hauteville;Enfant;Carte Familles Nombreuses (-75 %);child-famille-nombreuse-75;amberieu-en-bugey|tenay-hauteville;1,20;1,80;SNCF Connect;2026-09-02;lu directement;identique
Ambérieu-en-Bugey;Virieu-le-Grand – Belley;Adulte;Aucune — Plein tarif;adult-none;amberieu-en-bugey|virieu-le-grand-belley;10,40;15,80;SNCF Connect;2026-09-02;lu directement;identique
Ambérieu-en-Bugey;Virieu-le-Grand – Belley;Adulte;illico LIBERTÉ — Semaine (-25 %);adult-illico-liberte-weekday;amberieu-en-bugey|virieu-le-grand-belley;7,80;11,90;SNCF Connect;2026-09-02;lu directement;identique
Ambérieu-en-Bugey;Virieu-le-Grand – Belley;Adulte;illico LIBERTÉ — Week-end / Jour férié (-50 %);adult-illico-liberte-weekend;amberieu-en-bugey|virieu-le-grand-belley;5,20;7,90;SNCF Connect;2026-09-02;lu directement;identique
Ambérieu-en-Bugey;Virieu-le-Grand – Belley;Adulte;illico LIBERTÉ — Accompagnant, Week-end / Jour férié (-50 %);adult-illico-liberte-weekend-companion;amberieu-en-bugey|virieu-le-grand-belley;5,20;7,90;SNCF Connect;2026-09-02;lu directement;identique
Ambérieu-en-Bugey;Virieu-le-Grand – Belley;Adulte;illico LIBERTÉ JEUNES (-50 %);adult-illico-jeunes;amberieu-en-bugey|virieu-le-grand-belley;5,20;7,90;SNCF Connect;2026-09-02;lu directement;identique
Ambérieu-en-Bugey;Virieu-le-Grand – Belley;Adulte;Carte Liberté SNCF (-25 %);adult-liberte-nationale;amberieu-en-bugey|virieu-le-grand-belley;7,80;11,90;SNCF Connect;2026-09-02;lu directement;identique
Ambérieu-en-Bugey;Virieu-le-Grand – Belley;Adulte;Carte Familles Nombreuses (-30 %);adult-famille-nombreuse-30;amberieu-en-bugey|virieu-le-grand-belley;6,00;10,20;SNCF Connect;2026-09-02;lu directement;identique
Ambérieu-en-Bugey;Virieu-le-Grand – Belley;Adulte;Carte Familles Nombreuses (-40 %);adult-famille-nombreuse-40;amberieu-en-bugey|virieu-le-grand-belley;5,10;9,30;SNCF Connect;2026-09-02;lu directement;identique
Ambérieu-en-Bugey;Virieu-le-Grand – Belley;Adulte;Carte Familles Nombreuses (-50 %);adult-famille-nombreuse-50;amberieu-en-bugey|virieu-le-grand-belley;4,30;8,50;SNCF Connect;2026-09-02;lu directement;identique
Ambérieu-en-Bugey;Virieu-le-Grand – Belley;Adulte;Carte Familles Nombreuses (-75 %);adult-famille-nombreuse-75;amberieu-en-bugey|virieu-le-grand-belley;2,20;6,40;SNCF Connect;2026-09-02;lu directement;identique
Ambérieu-en-Bugey;Virieu-le-Grand – Belley;Adulte;Carte Militaire (-75 %);adult-military;amberieu-en-bugey|virieu-le-grand-belley;2,60;4,00;TER Auvergne-Rhône-Alpes;2026-09-02;lu directement;"écart (ancienne 2de 2,20 ; ancienne 1re 6,40)"
Ambérieu-en-Bugey;Virieu-le-Grand – Belley;Adulte;Carte Famille Militaire (-40 %);adult-family-military;amberieu-en-bugey|virieu-le-grand-belley;6,30;9,50;SNCF Connect;2026-09-02;lu directement;identique
Ambérieu-en-Bugey;Virieu-le-Grand – Belley;Enfant;Aucune — Tarif Enfant 4–11 ans;child-none;amberieu-en-bugey|virieu-le-grand-belley;5,20;7,90;SNCF Connect;2026-09-02;lu directement;identique
Ambérieu-en-Bugey;Virieu-le-Grand – Belley;Enfant;illico LIBERTÉ — Accompagnant, Week-end / Jour férié;child-illico-liberte-weekend-companion;amberieu-en-bugey|virieu-le-grand-belley;2,60;4,00;SNCF Connect;2026-09-02;lu directement;identique
Ambérieu-en-Bugey;Virieu-le-Grand – Belley;Enfant;Carte Famille Militaire;child-family-military;amberieu-en-bugey|virieu-le-grand-belley;3,20;4,80;SNCF Connect;2026-09-02;lu directement;identique
Ambérieu-en-Bugey;Virieu-le-Grand – Belley;Enfant;Carte Familles Nombreuses (-30 %);child-famille-nombreuse-30;amberieu-en-bugey|virieu-le-grand-belley;3,00;5,10;SNCF Connect;2026-09-02;lu directement;identique
Ambérieu-en-Bugey;Virieu-le-Grand – Belley;Enfant;Carte Familles Nombreuses (-40 %);child-famille-nombreuse-40;amberieu-en-bugey|virieu-le-grand-belley;2,60;4,70;SNCF Connect;2026-09-02;lu directement;identique
Ambérieu-en-Bugey;Virieu-le-Grand – Belley;Enfant;Carte Familles Nombreuses (-50 %);child-famille-nombreuse-50;amberieu-en-bugey|virieu-le-grand-belley;2,20;4,30;SNCF Connect;2026-09-02;lu directement;identique
Ambérieu-en-Bugey;Virieu-le-Grand – Belley;Enfant;Carte Familles Nombreuses (-75 %);child-famille-nombreuse-75;amberieu-en-bugey|virieu-le-grand-belley;1,20;3,20;SNCF Connect;2026-09-02;lu directement;identique
Ambérieu-en-Bugey;Culoz;Adulte;Aucune — Plein tarif;adult-none;amberieu-en-bugey|culoz;12,80;19,40;SNCF Connect;2026-09-02;lu directement;identique
Ambérieu-en-Bugey;Culoz;Adulte;illico LIBERTÉ — Semaine (-25 %);adult-illico-liberte-weekday;amberieu-en-bugey|culoz;9,60;14,60;SNCF Connect;2026-09-02;lu directement;identique
Ambérieu-en-Bugey;Culoz;Adulte;illico LIBERTÉ — Week-end / Jour férié (-50 %);adult-illico-liberte-weekend;amberieu-en-bugey|culoz;6,40;9,70;SNCF Connect;2026-09-02;lu directement;identique
Ambérieu-en-Bugey;Culoz;Adulte;illico LIBERTÉ — Accompagnant, Week-end / Jour férié (-50 %);adult-illico-liberte-weekend-companion;amberieu-en-bugey|culoz;6,40;9,70;SNCF Connect;2026-09-02;lu directement;identique
Ambérieu-en-Bugey;Culoz;Adulte;illico LIBERTÉ JEUNES (-50 %);adult-illico-jeunes;amberieu-en-bugey|culoz;6,40;9,70;SNCF Connect;2026-09-02;lu directement;identique
Ambérieu-en-Bugey;Culoz;Adulte;Carte Liberté SNCF (-25 %);adult-liberte-nationale;amberieu-en-bugey|culoz;9,60;14,60;SNCF Connect;2026-09-02;lu directement;identique
Ambérieu-en-Bugey;Culoz;Adulte;Carte Familles Nombreuses (-30 %);adult-famille-nombreuse-30;amberieu-en-bugey|culoz;7,30;12,50;SNCF Connect;2026-09-02;lu directement;identique
Ambérieu-en-Bugey;Culoz;Adulte;Carte Familles Nombreuses (-40 %);adult-famille-nombreuse-40;amberieu-en-bugey|culoz;6,30;11,50;SNCF Connect;2026-09-02;lu directement;identique
Ambérieu-en-Bugey;Culoz;Adulte;Carte Familles Nombreuses (-50 %);adult-famille-nombreuse-50;amberieu-en-bugey|culoz;5,20;10,40;SNCF Connect;2026-09-02;lu directement;identique
Ambérieu-en-Bugey;Culoz;Adulte;Carte Familles Nombreuses (-75 %);adult-famille-nombreuse-75;amberieu-en-bugey|culoz;2,60;7,80;SNCF Connect;2026-09-02;lu directement;identique
Ambérieu-en-Bugey;Culoz;Adulte;Carte Militaire (-75 %);adult-military;amberieu-en-bugey|culoz;3,20;4,90;TER Auvergne-Rhône-Alpes;2026-09-02;lu directement;"écart (ancienne 2de 2,60 ; ancienne 1re 7,80)"
Ambérieu-en-Bugey;Culoz;Adulte;Carte Famille Militaire (-40 %);adult-family-military;amberieu-en-bugey|culoz;7,70;11,70;SNCF Connect;2026-09-02;lu directement;identique
Ambérieu-en-Bugey;Culoz;Enfant;Aucune — Tarif Enfant 4–11 ans;child-none;amberieu-en-bugey|culoz;6,40;9,70;SNCF Connect;2026-09-02;lu directement;identique
Ambérieu-en-Bugey;Culoz;Enfant;illico LIBERTÉ — Accompagnant, Week-end / Jour férié;child-illico-liberte-weekend-companion;amberieu-en-bugey|culoz;3,20;4,90;SNCF Connect;2026-09-02;lu directement;identique
Ambérieu-en-Bugey;Culoz;Enfant;Carte Famille Militaire;child-family-military;amberieu-en-bugey|culoz;3,90;5,90;SNCF Connect;2026-09-02;lu directement;identique
Ambérieu-en-Bugey;Culoz;Enfant;Carte Familles Nombreuses (-30 %);child-famille-nombreuse-30;amberieu-en-bugey|culoz;3,70;6,30;SNCF Connect;2026-09-02;lu directement;identique
Ambérieu-en-Bugey;Culoz;Enfant;Carte Familles Nombreuses (-40 %);child-famille-nombreuse-40;amberieu-en-bugey|culoz;3,20;5,80;SNCF Connect;2026-09-02;lu directement;identique
Ambérieu-en-Bugey;Culoz;Enfant;Carte Familles Nombreuses (-50 %);child-famille-nombreuse-50;amberieu-en-bugey|culoz;2,60;5,20;SNCF Connect;2026-09-02;lu directement;identique
Ambérieu-en-Bugey;Culoz;Enfant;Carte Familles Nombreuses (-75 %);child-famille-nombreuse-75;amberieu-en-bugey|culoz;1,30;3,90;SNCF Connect;2026-09-02;lu directement;identique
Ambérieu-en-Bugey;Seyssel – Corbonod;Adulte;Aucune — Plein tarif;adult-none;amberieu-en-bugey|seyssel-corbonod;16,00;24,20;SNCF Connect;2026-09-02;lu directement;identique
Ambérieu-en-Bugey;Seyssel – Corbonod;Adulte;illico LIBERTÉ — Semaine (-25 %);adult-illico-liberte-weekday;amberieu-en-bugey|seyssel-corbonod;12,00;18,20;SNCF Connect;2026-09-02;lu directement;identique
Ambérieu-en-Bugey;Seyssel – Corbonod;Adulte;illico LIBERTÉ — Week-end / Jour férié (-50 %);adult-illico-liberte-weekend;amberieu-en-bugey|seyssel-corbonod;8,00;12,10;SNCF Connect;2026-09-02;lu directement;identique
Ambérieu-en-Bugey;Seyssel – Corbonod;Adulte;illico LIBERTÉ — Accompagnant, Week-end / Jour férié (-50 %);adult-illico-liberte-weekend-companion;amberieu-en-bugey|seyssel-corbonod;8,00;12,10;SNCF Connect;2026-09-02;lu directement;identique
Ambérieu-en-Bugey;Seyssel – Corbonod;Adulte;illico LIBERTÉ JEUNES (-50 %);adult-illico-jeunes;amberieu-en-bugey|seyssel-corbonod;8,00;12,10;SNCF Connect;2026-09-02;lu directement;identique
Ambérieu-en-Bugey;Seyssel – Corbonod;Adulte;Carte Liberté SNCF (-25 %);adult-liberte-nationale;amberieu-en-bugey|seyssel-corbonod;12,00;18,20;SNCF Connect;2026-09-02;lu directement;identique
Ambérieu-en-Bugey;Seyssel – Corbonod;Adulte;Carte Familles Nombreuses (-30 %);adult-famille-nombreuse-30;amberieu-en-bugey|seyssel-corbonod;9,10;15,50;SNCF Connect;2026-09-02;lu directement;identique
Ambérieu-en-Bugey;Seyssel – Corbonod;Adulte;Carte Familles Nombreuses (-40 %);adult-famille-nombreuse-40;amberieu-en-bugey|seyssel-corbonod;7,80;14,20;SNCF Connect;2026-09-02;lu directement;identique
Ambérieu-en-Bugey;Seyssel – Corbonod;Adulte;Carte Familles Nombreuses (-50 %);adult-famille-nombreuse-50;amberieu-en-bugey|seyssel-corbonod;6,50;12,90;SNCF Connect;2026-09-02;lu directement;identique
Ambérieu-en-Bugey;Seyssel – Corbonod;Adulte;Carte Familles Nombreuses (-75 %);adult-famille-nombreuse-75;amberieu-en-bugey|seyssel-corbonod;3,30;9,70;SNCF Connect;2026-09-02;lu directement;identique
Ambérieu-en-Bugey;Seyssel – Corbonod;Adulte;Carte Militaire (-75 %);adult-military;amberieu-en-bugey|seyssel-corbonod;4,00;6,10;TER Auvergne-Rhône-Alpes;2026-09-02;lu directement;"écart (ancienne 2de 3,30 ; ancienne 1re 9,70)"
Ambérieu-en-Bugey;Seyssel – Corbonod;Adulte;Carte Famille Militaire (-40 %);adult-family-military;amberieu-en-bugey|seyssel-corbonod;9,60;14,60;SNCF Connect;2026-09-02;lu directement;identique
Ambérieu-en-Bugey;Seyssel – Corbonod;Enfant;Aucune — Tarif Enfant 4–11 ans;child-none;amberieu-en-bugey|seyssel-corbonod;8,00;12,10;SNCF Connect;2026-09-02;lu directement;identique
Ambérieu-en-Bugey;Seyssel – Corbonod;Enfant;illico LIBERTÉ — Accompagnant, Week-end / Jour férié;child-illico-liberte-weekend-companion;amberieu-en-bugey|seyssel-corbonod;4,00;6,10;SNCF Connect;2026-09-02;lu directement;identique
Ambérieu-en-Bugey;Seyssel – Corbonod;Enfant;Carte Famille Militaire;child-family-military;amberieu-en-bugey|seyssel-corbonod;4,80;7,30;SNCF Connect;2026-09-02;lu directement;identique
Ambérieu-en-Bugey;Seyssel – Corbonod;Enfant;Carte Familles Nombreuses (-30 %);child-famille-nombreuse-30;amberieu-en-bugey|seyssel-corbonod;4,60;7,80;SNCF Connect;2026-09-02;lu directement;identique
Ambérieu-en-Bugey;Seyssel – Corbonod;Enfant;Carte Familles Nombreuses (-40 %);child-famille-nombreuse-40;amberieu-en-bugey|seyssel-corbonod;3,90;7,10;SNCF Connect;2026-09-02;lu directement;identique
Ambérieu-en-Bugey;Seyssel – Corbonod;Enfant;Carte Familles Nombreuses (-50 %);child-famille-nombreuse-50;amberieu-en-bugey|seyssel-corbonod;3,30;6,50;SNCF Connect;2026-09-02;lu directement;identique
Ambérieu-en-Bugey;Seyssel – Corbonod;Enfant;Carte Familles Nombreuses (-75 %);child-famille-nombreuse-75;amberieu-en-bugey|seyssel-corbonod;1,70;4,90;SNCF Connect;2026-09-02;lu directement;identique
Ambérieu-en-Bugey;Bellegarde-sur-Valserine;Adulte;Aucune — Plein tarif;adult-none;amberieu-en-bugey|bellegarde-sur-valserine;19,30;29,30;SNCF Connect;2026-09-02;lu directement;identique
Ambérieu-en-Bugey;Bellegarde-sur-Valserine;Adulte;illico LIBERTÉ — Semaine (-25 %);adult-illico-liberte-weekday;amberieu-en-bugey|bellegarde-sur-valserine;14,50;22,00;SNCF Connect;2026-09-02;lu directement;identique
Ambérieu-en-Bugey;Bellegarde-sur-Valserine;Adulte;illico LIBERTÉ — Week-end / Jour férié (-50 %);adult-illico-liberte-weekend;amberieu-en-bugey|bellegarde-sur-valserine;9,70;14,70;SNCF Connect;2026-09-02;lu directement;identique
Ambérieu-en-Bugey;Bellegarde-sur-Valserine;Adulte;illico LIBERTÉ — Accompagnant, Week-end / Jour férié (-50 %);adult-illico-liberte-weekend-companion;amberieu-en-bugey|bellegarde-sur-valserine;9,70;14,70;SNCF Connect;2026-09-02;lu directement;identique
Ambérieu-en-Bugey;Bellegarde-sur-Valserine;Adulte;illico LIBERTÉ JEUNES (-50 %);adult-illico-jeunes;amberieu-en-bugey|bellegarde-sur-valserine;9,70;14,70;SNCF Connect;2026-09-02;lu directement;identique
Ambérieu-en-Bugey;Bellegarde-sur-Valserine;Adulte;Carte Liberté SNCF (-25 %);adult-liberte-nationale;amberieu-en-bugey|bellegarde-sur-valserine;14,50;22,00;SNCF Connect;2026-09-02;lu directement;identique
