Départ;Arrivée;Voyageur;Profil / carte;Identifiant profil;Clé relation;Prix 2de (€);Prix 1re (€);Source;Date de vérification;Statut;Écart vs valeur actuelle
Virieu-le-Grand – Belley;Culoz;Adulte;illico LIBERTÉ — Semaine (-25 %);adult-illico-liberte-weekday;virieu-le-grand-belley|culoz;2,90;4,40;SNCF Connect;2026-09-02;lu directement;identique
Virieu-le-Grand – Belley;Culoz;Adulte;illico LIBERTÉ — Week-end / Jour férié (-50 %);adult-illico-liberte-weekend;virieu-le-grand-belley|culoz;1,90;2,90;SNCF Connect;2026-09-02;lu directement;identique
Virieu-le-Grand – Belley;Culoz;Adulte;illico LIBERTÉ — Accompagnant, Week-end / Jour férié (-50 %);adult-illico-liberte-weekend-companion;virieu-le-grand-belley|culoz;1,90;2,90;SNCF Connect;2026-09-02;lu directement;identique
Virieu-le-Grand – Belley;Culoz;Adulte;illico LIBERTÉ JEUNES (-50 %);adult-illico-jeunes;virieu-le-grand-belley|culoz;1,90;2,90;SNCF Connect;2026-09-02;lu directement;identique
Virieu-le-Grand – Belley;Culoz;Adulte;Carte Liberté SNCF (-25 %);adult-liberte-nationale;virieu-le-grand-belley|culoz;2,90;4,40;SNCF Connect;2026-09-02;lu directement;identique
Virieu-le-Grand – Belley;Culoz;Adulte;Carte Familles Nombreuses (-30 %);adult-famille-nombreuse-30;virieu-le-grand-belley|culoz;2,30;3,80;SNCF Connect;2026-09-02;lu directement;identique
Virieu-le-Grand – Belley;Culoz;Adulte;Carte Familles Nombreuses (-40 %);adult-famille-nombreuse-40;virieu-le-grand-belley|culoz;2,00;3,50;SNCF Connect;2026-09-02;lu directement;identique
Virieu-le-Grand – Belley;Culoz;Adulte;Carte Familles Nombreuses (-50 %);adult-famille-nombreuse-50;virieu-le-grand-belley|culoz;1,60;3,10;SNCF Connect;2026-09-02;lu directement;identique
Virieu-le-Grand – Belley;Culoz;Adulte;Carte Familles Nombreuses (-75 %);adult-famille-nombreuse-75;virieu-le-grand-belley|culoz;1,20;2,30;SNCF Connect;2026-09-02;lu directement;identique
Virieu-le-Grand – Belley;Culoz;Adulte;Carte Militaire (-75 %);adult-military;virieu-le-grand-belley|culoz;1,20;1,80;TER Auvergne-Rhône-Alpes;2026-09-02;lu directement;"écart (ancienne 2de 1,20 ; ancienne 1re 2,30)"
Virieu-le-Grand – Belley;Culoz;Adulte;Carte Famille Militaire (-40 %);adult-family-military;virieu-le-grand-belley|culoz;2,30;3,50;SNCF Connect;2026-09-02;lu directement;identique
Virieu-le-Grand – Belley;Culoz;Enfant;Aucune — Tarif Enfant 4–11 ans;child-none;virieu-le-grand-belley|culoz;1,90;2,90;SNCF Connect;2026-09-02;lu directement;identique
Virieu-le-Grand – Belley;Culoz;Enfant;illico LIBERTÉ — Accompagnant, Week-end / Jour férié;child-illico-liberte-weekend-companion;virieu-le-grand-belley|culoz;1,20;1,80;SNCF Connect;2026-09-02;lu directement;identique
Virieu-le-Grand – Belley;Culoz;Enfant;Carte Famille Militaire;child-family-military;virieu-le-grand-belley|culoz;1,20;1,80;SNCF Connect;2026-09-02;lu directement;identique
Virieu-le-Grand – Belley;Culoz;Enfant;Carte Familles Nombreuses (-30 %);child-famille-nombreuse-30;virieu-le-grand-belley|culoz;1,20;1,90;SNCF Connect;2026-09-02;lu directement;identique
Virieu-le-Grand – Belley;Culoz;Enfant;Carte Familles Nombreuses (-40 %);child-famille-nombreuse-40;virieu-le-grand-belley|culoz;1,20;1,80;SNCF Connect;2026-09-02;lu directement;identique
Virieu-le-Grand – Belley;Culoz;Enfant;Carte Familles Nombreuses (-50 %);child-famille-nombreuse-50;virieu-le-grand-belley|culoz;1,20;1,80;SNCF Connect;2026-09-02;lu directement;"écart (ancienne 2de 1,20 ; ancienne 1re 1,60)"
Virieu-le-Grand – Belley;Culoz;Enfant;Carte Familles Nombreuses (-75 %);child-famille-nombreuse-75;virieu-le-grand-belley|culoz;1,20;1,80;SNCF Connect;2026-09-02;lu directement;"écart (ancienne 2de 1,20 ; ancienne 1re 1,20)"
Virieu-le-Grand – Belley;Seyssel – Corbonod;Adulte;Aucune — Plein tarif;adult-none;virieu-le-grand-belley|seyssel-corbonod;7,50;11,40;SNCF Connect;2026-09-02;lu directement;identique
Virieu-le-Grand – Belley;Seyssel – Corbonod;Adulte;illico LIBERTÉ — Semaine (-25 %);adult-illico-liberte-weekday;virieu-le-grand-belley|seyssel-corbonod;5,70;8,60;SNCF Connect;2026-09-02;lu directement;identique
Virieu-le-Grand – Belley;Seyssel – Corbonod;Adulte;illico LIBERTÉ — Week-end / Jour férié (-50 %);adult-illico-liberte-weekend;virieu-le-grand-belley|seyssel-corbonod;3,80;5,70;SNCF Connect;2026-09-02;lu directement;identique
Virieu-le-Grand – Belley;Seyssel – Corbonod;Adulte;illico LIBERTÉ — Accompagnant, Week-end / Jour férié (-50 %);adult-illico-liberte-weekend-companion;virieu-le-grand-belley|seyssel-corbonod;3,80;5,70;SNCF Connect;2026-09-02;lu directement;identique
Virieu-le-Grand – Belley;Seyssel – Corbonod;Adulte;illico LIBERTÉ JEUNES (-50 %);adult-illico-jeunes;virieu-le-grand-belley|seyssel-corbonod;3,80;5,70;SNCF Connect;2026-09-02;lu directement;identique
Virieu-le-Grand – Belley;Seyssel – Corbonod;Adulte;Carte Liberté SNCF (-25 %);adult-liberte-nationale;virieu-le-grand-belley|seyssel-corbonod;5,70;8,60;SNCF Connect;2026-09-02;lu directement;identique
Virieu-le-Grand – Belley;Seyssel – Corbonod;Adulte;Carte Familles Nombreuses (-30 %);adult-famille-nombreuse-30;virieu-le-grand-belley|seyssel-corbonod;4,30;7,40;SNCF Connect;2026-09-02;lu directement;identique
Virieu-le-Grand – Belley;Seyssel – Corbonod;Adulte;Carte Familles Nombreuses (-40 %);adult-famille-nombreuse-40;virieu-le-grand-belley|seyssel-corbonod;3,70;6,80;SNCF Connect;2026-09-02;lu directement;identique
Virieu-le-Grand – Belley;Seyssel – Corbonod;Adulte;Carte Familles Nombreuses (-50 %);adult-famille-nombreuse-50;virieu-le-grand-belley|seyssel-corbonod;3,10;6,20;SNCF Connect;2026-09-02;lu directement;identique
Virieu-le-Grand – Belley;Seyssel – Corbonod;Adulte;Carte Familles Nombreuses (-75 %);adult-famille-nombreuse-75;virieu-le-grand-belley|seyssel-corbonod;1,60;4,70;SNCF Connect;2026-09-02;lu directement;identique
Virieu-le-Grand – Belley;Seyssel – Corbonod;Adulte;Carte Militaire (-75 %);adult-military;virieu-le-grand-belley|seyssel-corbonod;1,90;2,90;TER Auvergne-Rhône-Alpes;2026-09-02;lu directement;"écart (ancienne 2de 1,60 ; ancienne 1re 4,70)"
Virieu-le-Grand – Belley;Seyssel – Corbonod;Adulte;Carte Famille Militaire (-40 %);adult-family-military;virieu-le-grand-belley|seyssel-corbonod;4,50;6,90;SNCF Connect;2026-09-02;lu directement;identique
Virieu-le-Grand – Belley;Seyssel – Corbonod;Enfant;Aucune — Tarif Enfant 4–11 ans;child-none;virieu-le-grand-belley|seyssel-corbonod;3,80;5,70;SNCF Connect;2026-09-02;lu directement;identique
Virieu-le-Grand – Belley;Seyssel – Corbonod;Enfant;illico LIBERTÉ — Accompagnant, Week-end / Jour férié;child-illico-liberte-weekend-companion;virieu-le-grand-belley|seyssel-corbonod;1,90;2,90;SNCF Connect;2026-09-02;lu directement;identique
Virieu-le-Grand – Belley;Seyssel – Corbonod;Enfant;Carte Famille Militaire;child-family-military;virieu-le-grand-belley|seyssel-corbonod;2,30;3,50;SNCF Connect;2026-09-02;lu directement;identique
Virieu-le-Grand – Belley;Seyssel – Corbonod;Enfant;Carte Familles Nombreuses (-30 %);child-famille-nombreuse-30;virieu-le-grand-belley|seyssel-corbonod;2,20;3,70;SNCF Connect;2026-09-02;lu directement;identique
Virieu-le-Grand – Belley;Seyssel – Corbonod;Enfant;Carte Familles Nombreuses (-40 %);child-famille-nombreuse-40;virieu-le-grand-belley|seyssel-corbonod;1,90;3,40;SNCF Connect;2026-09-02;lu directement;identique
Virieu-le-Grand – Belley;Seyssel – Corbonod;Enfant;Carte Familles Nombreuses (-50 %);child-famille-nombreuse-50;virieu-le-grand-belley|seyssel-corbonod;1,60;3,10;SNCF Connect;2026-09-02;lu directement;identique
Virieu-le-Grand – Belley;Seyssel – Corbonod;Enfant;Carte Familles Nombreuses (-75 %);child-famille-nombreuse-75;virieu-le-grand-belley|seyssel-corbonod;1,20;2,40;SNCF Connect;2026-09-02;lu directement;identique
Virieu-le-Grand – Belley;Bellegarde-sur-Valserine;Adulte;Aucune — Plein tarif;adult-none;virieu-le-grand-belley|bellegarde-sur-valserine;11,40;17,30;SNCF Connect;2026-09-02;lu directement;identique
Virieu-le-Grand – Belley;Bellegarde-sur-Valserine;Adulte;illico LIBERTÉ — Semaine (-25 %);adult-illico-liberte-weekday;virieu-le-grand-belley|bellegarde-sur-valserine;8,60;13,00;SNCF Connect;2026-09-02;lu directement;identique
Virieu-le-Grand – Belley;Bellegarde-sur-Valserine;Adulte;illico LIBERTÉ — Week-end / Jour férié (-50 %);adult-illico-liberte-weekend;virieu-le-grand-belley|bellegarde-sur-valserine;5,70;8,70;SNCF Connect;2026-09-02;lu directement;identique
Virieu-le-Grand – Belley;Bellegarde-sur-Valserine;Adulte;illico LIBERTÉ — Accompagnant, Week-end / Jour férié (-50 %);adult-illico-liberte-weekend-companion;virieu-le-grand-belley|bellegarde-sur-valserine;5,70;8,70;SNCF Connect;2026-09-02;lu directement;identique
Virieu-le-Grand – Belley;Bellegarde-sur-Valserine;Adulte;illico LIBERTÉ JEUNES (-50 %);adult-illico-jeunes;virieu-le-grand-belley|bellegarde-sur-valserine;5,70;8,70;SNCF Connect;2026-09-02;lu directement;identique
Virieu-le-Grand – Belley;Bellegarde-sur-Valserine;Adulte;Carte Liberté SNCF (-25 %);adult-liberte-nationale;virieu-le-grand-belley|bellegarde-sur-valserine;8,60;13,00;SNCF Connect;2026-09-02;lu directement;identique
Virieu-le-Grand – Belley;Bellegarde-sur-Valserine;Adulte;Carte Familles Nombreuses (-30 %);adult-famille-nombreuse-30;virieu-le-grand-belley|bellegarde-sur-valserine;6,60;11,20;SNCF Connect;2026-09-02;lu directement;identique
Virieu-le-Grand – Belley;Bellegarde-sur-Valserine;Adulte;Carte Familles Nombreuses (-40 %);adult-famille-nombreuse-40;virieu-le-grand-belley|bellegarde-sur-valserine;5,60;10,20;SNCF Connect;2026-09-02;lu directement;identique
Virieu-le-Grand – Belley;Bellegarde-sur-Valserine;Adulte;Carte Familles Nombreuses (-50 %);adult-famille-nombreuse-50;virieu-le-grand-belley|bellegarde-sur-valserine;4,70;9,30;SNCF Connect;2026-09-02;lu directement;identique
Virieu-le-Grand – Belley;Bellegarde-sur-Valserine;Adulte;Carte Familles Nombreuses (-75 %);adult-famille-nombreuse-75;virieu-le-grand-belley|bellegarde-sur-valserine;2,40;7,00;SNCF Connect;2026-09-02;lu directement;identique
Virieu-le-Grand – Belley;Bellegarde-sur-Valserine;Adulte;Carte Militaire (-75 %);adult-military;virieu-le-grand-belley|bellegarde-sur-valserine;2,90;4,40;TER Auvergne-Rhône-Alpes;2026-09-02;lu directement;"écart (ancienne 2de 2,40 ; ancienne 1re 7,00)"
Virieu-le-Grand – Belley;Bellegarde-sur-Valserine;Adulte;Carte Famille Militaire (-40 %);adult-family-military;virieu-le-grand-belley|bellegarde-sur-valserine;6,90;10,40;SNCF Connect;2026-09-02;lu directement;identique
Virieu-le-Grand – Belley;Bellegarde-sur-Valserine;Enfant;Aucune — Tarif Enfant 4–11 ans;child-none;virieu-le-grand-belley|bellegarde-sur-valserine;5,70;8,70;SNCF Connect;2026-09-02;lu directement;identique
Virieu-le-Grand – Belley;Bellegarde-sur-Valserine;Enfant;illico LIBERTÉ — Accompagnant, Week-end / Jour férié;child-illico-liberte-weekend-companion;virieu-le-grand-belley|bellegarde-sur-valserine;2,90;4,40;SNCF Connect;2026-09-02;lu directement;identique
Virieu-le-Grand – Belley;Bellegarde-sur-Valserine;Enfant;Carte Famille Militaire;child-family-military;virieu-le-grand-belley|bellegarde-sur-valserine;3,50;5,20;SNCF Connect;2026-09-02;lu directement;identique
Virieu-le-Grand – Belley;Bellegarde-sur-Valserine;Enfant;Carte Familles Nombreuses (-30 %);child-famille-nombreuse-30;virieu-le-grand-belley|bellegarde-sur-valserine;3,30;5,60;SNCF Connect;2026-09-02;lu directement;identique
Virieu-le-Grand – Belley;Bellegarde-sur-Valserine;Enfant;Carte Familles Nombreuses (-40 %);child-famille-nombreuse-40;virieu-le-grand-belley|bellegarde-sur-valserine;2,80;5,10;SNCF Connect;2026-09-02;lu directement;identique
Virieu-le-Grand – Belley;Bellegarde-sur-Valserine;Enfant;Carte Familles Nombreuses (-50 %);child-famille-nombreuse-50;virieu-le-grand-belley|bellegarde-sur-valserine;2,40;4,70;SNCF Connect;2026-09-02;lu directement;identique
Virieu-le-Grand – Belley;Bellegarde-sur-Valserine;Enfant;Carte Familles Nombreuses (-75 %);child-famille-nombreuse-75;virieu-le-grand-belley|bellegarde-sur-valserine;1,20;3,50;SNCF Connect;2026-09-02;lu directement;identique
Virieu-le-Grand – Belley;Genève;Adulte;Aucune — Plein tarif;adult-none;virieu-le-grand-belley|geneve;18,00;27,30;SNCF Connect;2026-09-02;lu directement;identique
Virieu-le-Grand – Belley;Genève;Adulte;illico LIBERTÉ — Semaine (-25 %);adult-illico-liberte-weekday;virieu-le-grand-belley|geneve;13,50;20,50;SNCF Connect;2026-09-02;lu directement;identique
Virieu-le-Grand – Belley;Genève;Adulte;illico LIBERTÉ — Week-end / Jour férié (-50 %);adult-illico-liberte-weekend;virieu-le-grand-belley|geneve;9,00;13,70;SNCF Connect;2026-09-02;lu directement;identique
Virieu-le-Grand – Belley;Genève;Adulte;illico LIBERTÉ — Accompagnant, Week-end / Jour férié (-50 %);adult-illico-liberte-weekend-companion;virieu-le-grand-belley|geneve;9,00;13,70;SNCF Connect;2026-09-02;lu directement;identique
Virieu-le-Grand – Belley;Genève;Adulte;illico LIBERTÉ JEUNES (-50 %);adult-illico-jeunes;virieu-le-grand-belley|geneve;9,00;13,70;SNCF Connect;2026-09-02;lu directement;identique
Virieu-le-Grand – Belley;Genève;Adulte;Carte Liberté SNCF (-25 %);adult-liberte-nationale;virieu-le-grand-belley|geneve;13,50;20,50;SNCF Connect;2026-09-02;lu directement;identique
Virieu-le-Grand – Belley;Genève;Adulte;Carte Familles Nombreuses (-30 %);adult-famille-nombreuse-30;virieu-le-grand-belley|geneve;10,20;17,50;SNCF Connect;2026-09-02;lu directement;identique
Virieu-le-Grand – Belley;Genève;Adulte;Carte Familles Nombreuses (-40 %);adult-famille-nombreuse-40;virieu-le-grand-belley|geneve;8,70;16,00;SNCF Connect;2026-09-02;lu directement;identique
Virieu-le-Grand – Belley;Genève;Adulte;Carte Familles Nombreuses (-50 %);adult-famille-nombreuse-50;virieu-le-grand-belley|geneve;7,30;14,60;SNCF Connect;2026-09-02;lu directement;identique
Virieu-le-Grand – Belley;Genève;Adulte;Carte Familles Nombreuses (-75 %);adult-famille-nombreuse-75;virieu-le-grand-belley|geneve;3,70;11,00;SNCF Connect;2026-09-02;lu directement;identique
Virieu-le-Grand – Belley;Genève;Adulte;Carte Militaire (-75 %);adult-military;virieu-le-grand-belley|geneve;4,50;6,90;TER Auvergne-Rhône-Alpes;2026-09-02;lu directement;"écart (ancienne 2de 3,70 ; ancienne 1re 11,00)"
Virieu-le-Grand – Belley;Genève;Adulte;Carte Famille Militaire (-40 %);adult-family-military;virieu-le-grand-belley|geneve;10,80;16,40;SNCF Connect;2026-09-02;lu directement;identique
Virieu-le-Grand – Belley;Genève;Enfant;Aucune — Tarif Enfant 4–11 ans;child-none;virieu-le-grand-belley|geneve;9,00;13,70;SNCF Connect;2026-09-02;lu directement;identique
Virieu-le-Grand – Belley;Genève;Enfant;illico LIBERTÉ — Accompagnant, Week-end / Jour férié;child-illico-liberte-weekend-companion;virieu-le-grand-belley|geneve;4,50;6,90;SNCF Connect;2026-09-02;lu directement;identique
Virieu-le-Grand – Belley;Genève;Enfant;Carte Famille Militaire;child-family-military;virieu-le-grand-belley|geneve;5,40;8,20;SNCF Connect;2026-09-02;lu directement;identique
Virieu-le-Grand – Belley;Genève;Enfant;Carte Familles Nombreuses (-30 %);child-famille-nombreuse-30;virieu-le-grand-belley|geneve;5,10;8,80;SNCF Connect;2026-09-02;lu directement;identique
Virieu-le-Grand – Belley;Genève;Enfant;Carte Familles Nombreuses (-40 %);child-famille-nombreuse-40;virieu-le-grand-belley|geneve;4,40;8,00;SNCF Connect;2026-09-02;lu directement;identique
Virieu-le-Grand – Belley;Genève;Enfant;Carte Familles Nombreuses (-50 %);child-famille-nombreuse-50;virieu-le-grand-belley|geneve;3,70;7,30;SNCF Connect;2026-09-02;lu directement;identique
Virieu-le-Grand – Belley;Genève;Enfant;Carte Familles Nombreuses (-75 %);child-famille-nombreuse-75;virieu-le-grand-belley|geneve;1,90;5,50;SNCF Connect;2026-09-02;lu directement;identique
Culoz;Seyssel – Corbonod;Adulte;Aucune — Plein tarif;adult-none;culoz|seyssel-corbonod;4,60;6,90;SNCF Connect;2026-09-02;lu directement;identique
Culoz;Seyssel – Corbonod;Adulte;illico LIBERTÉ — Semaine (-25 %);adult-illico-liberte-weekday;culoz|seyssel-corbonod;3,50;5,20;SNCF Connect;2026-09-02;lu directement;identique
Culoz;Seyssel – Corbonod;Adulte;illico LIBERTÉ — Week-end / Jour férié (-50 %);adult-illico-liberte-weekend;culoz|seyssel-corbonod;2,30;3,50;SNCF Connect;2026-09-02;lu directement;identique
Culoz;Seyssel – Corbonod;Adulte;illico LIBERTÉ — Accompagnant, Week-end / Jour férié (-50 %);adult-illico-liberte-weekend-companion;culoz|seyssel-corbonod;2,30;3,50;SNCF Connect;2026-09-02;lu directement;identique
Culoz;Seyssel – Corbonod;Adulte;illico LIBERTÉ JEUNES (-50 %);adult-illico-jeunes;culoz|seyssel-corbonod;2,30;3,50;SNCF Connect;2026-09-02;lu directement;identique
Culoz;Seyssel – Corbonod;Adulte;Carte Liberté SNCF (-25 %);adult-liberte-nationale;culoz|seyssel-corbonod;3,50;5,20;SNCF Connect;2026-09-02;lu directement;identique
Culoz;Seyssel – Corbonod;Adulte;Carte Familles Nombreuses (-30 %);adult-famille-nombreuse-30;culoz|seyssel-corbonod;2,60;4,50;SNCF Connect;2026-09-02;lu directement;identique
Culoz;Seyssel – Corbonod;Adulte;Carte Familles Nombreuses (-40 %);adult-famille-nombreuse-40;culoz|seyssel-corbonod;2,30;4,20;SNCF Connect;2026-09-02;lu directement;identique
Culoz;Seyssel – Corbonod;Adulte;Carte Familles Nombreuses (-50 %);adult-famille-nombreuse-50;culoz|seyssel-corbonod;1,90;3,80;SNCF Connect;2026-09-02;lu directement;identique
Culoz;Seyssel – Corbonod;Adulte;Carte Familles Nombreuses (-75 %);adult-famille-nombreuse-75;culoz|seyssel-corbonod;1,20;2,90;SNCF Connect;2026-09-02;lu directement;identique
Culoz;Seyssel – Corbonod;Adulte;Carte Militaire (-75 %);adult-military;culoz|seyssel-corbonod;1,20;1,80;TER Auvergne-Rhône-Alpes;2026-09-02;lu directement;"écart (ancienne 2de 1,20 ; ancienne 1re 2,90)"
Culoz;Seyssel – Corbonod;Adulte;Carte Famille Militaire (-40 %);adult-family-military;culoz|seyssel-corbonod;2,80;4,20;SNCF Connect;2026-09-02;lu directement;identique
Culoz;Seyssel – Corbonod;Enfant;Aucune — Tarif Enfant 4–11 ans;child-none;culoz|seyssel-corbonod;2,30;3,50;SNCF Connect;2026-09-02;lu directement;identique
Culoz;Seyssel – Corbonod;Enfant;illico LIBERTÉ — Accompagnant, Week-end / Jour férié;child-illico-liberte-weekend-companion;culoz|seyssel-corbonod;1,20;1,80;SNCF Connect;2026-09-02;lu directement;identique
Culoz;Seyssel – Corbonod;Enfant;Carte Famille Militaire;child-family-military;culoz|seyssel-corbonod;1,40;2,10;SNCF Connect;2026-09-02;lu directement;identique
Culoz;Seyssel – Corbonod;Enfant;Carte Familles Nombreuses (-30 %);child-famille-nombreuse-30;culoz|seyssel-corbonod;1,30;2,30;SNCF Connect;2026-09-02;lu directement;identique
Culoz;Seyssel – Corbonod;Enfant;Carte Familles Nombreuses (-40 %);child-famille-nombreuse-40;culoz|seyssel-corbonod;1,20;2,10;SNCF Connect;2026-09-02;lu directement;identique
Culoz;Seyssel – Corbonod;Enfant;Carte Familles Nombreuses (-50 %);child-famille-nombreuse-50;culoz|seyssel-corbonod;1,20;1,90;SNCF Connect;2026-09-02;lu directement;identique
Culoz;Seyssel – Corbonod;Enfant;Carte Familles Nombreuses (-75 %);child-famille-nombreuse-75;culoz|seyssel-corbonod;1,20;1,80;SNCF Connect;2026-09-02;lu directement;"écart (ancienne 2de 1,20 ; ancienne 1re 1,50)"
Culoz;Bellegarde-sur-Valserine;Adulte;Aucune — Plein tarif;adult-none;culoz|bellegarde-sur-valserine;9,00;13,70;SNCF Connect;2026-09-02;lu directement;identique
Culoz;Bellegarde-sur-Valserine;Adulte;illico LIBERTÉ — Semaine (-25 %);adult-illico-liberte-weekday;culoz|bellegarde-sur-valserine;6,80;10,30;SNCF Connect;2026-09-02;lu directement;identique
Culoz;Bellegarde-sur-Valserine;Adulte;illico LIBERTÉ — Week-end / Jour férié (-50 %);adult-illico-liberte-weekend;culoz|bellegarde-sur-valserine;4,50;6,90;SNCF Connect;2026-09-02;lu directement;identique
Culoz;Bellegarde-sur-Valserine;Adulte;illico LIBERTÉ — Accompagnant, Week-end / Jour férié (-50 %);adult-illico-liberte-weekend-companion;culoz|bellegarde-sur-valserine;4,50;6,90;SNCF Connect;2026-09-02;lu directement;identique
Culoz;Bellegarde-sur-Valserine;Adulte;illico LIBERTÉ JEUNES (-50 %);adult-illico-jeunes;culoz|bellegarde-sur-valserine;4,50;6,90;SNCF Connect;2026-09-02;lu directement;identique
Culoz;Bellegarde-sur-Valserine;Adulte;Carte Liberté SNCF (-25 %);adult-liberte-nationale;culoz|bellegarde-sur-valserine;6,80;10,30;SNCF Connect;2026-09-02;lu directement;identique
Culoz;Bellegarde-sur-Valserine;Adulte;Carte Familles Nombreuses (-30 %);adult-famille-nombreuse-30;culoz|bellegarde-sur-valserine;5,20;8,90;SNCF Connect;2026-09-02;lu directement;identique
Culoz;Bellegarde-sur-Valserine;Adulte;Carte Familles Nombreuses (-40 %);adult-famille-nombreuse-40;culoz|bellegarde-sur-valserine;4,50;8,20;SNCF Connect;2026-09-02;lu directement;identique
Culoz;Bellegarde-sur-Valserine;Adulte;Carte Familles Nombreuses (-50 %);adult-famille-nombreuse-50;culoz|bellegarde-sur-valserine;3,70;7,40;SNCF Connect;2026-09-02;lu directement;identique
Culoz;Bellegarde-sur-Valserine;Adulte;Carte Familles Nombreuses (-75 %);adult-famille-nombreuse-75;culoz|bellegarde-sur-valserine;1,90;5,60;SNCF Connect;2026-09-02;lu directement;identique
Culoz;Bellegarde-sur-Valserine;Adulte;Carte Militaire (-75 %);adult-military;culoz|bellegarde-sur-valserine;2,30;3,50;TER Auvergne-Rhône-Alpes;2026-09-02;lu directement;"écart (ancienne 2de 1,90 ; ancienne 1re 5,60)"
Culoz;Bellegarde-sur-Valserine;Adulte;Carte Famille Militaire (-40 %);adult-family-military;culoz|bellegarde-sur-valserine;5,40;8,30;SNCF Connect;2026-09-02;lu directement;identique
Culoz;Bellegarde-sur-Valserine;Enfant;Aucune — Tarif Enfant 4–11 ans;child-none;culoz|bellegarde-sur-valserine;4,50;6,90;SNCF Connect;2026-09-02;lu directement;identique
Culoz;Bellegarde-sur-Valserine;Enfant;illico LIBERTÉ — Accompagnant, Week-end / Jour férié;child-illico-liberte-weekend-companion;culoz|bellegarde-sur-valserine;2,30;3,50;SNCF Connect;2026-09-02;lu directement;identique
Culoz;Bellegarde-sur-Valserine;Enfant;Carte Famille Militaire;child-family-military;culoz|bellegarde-sur-valserine;2,70;4,20;SNCF Connect;2026-09-02;lu directement;identique
Culoz;Bellegarde-sur-Valserine;Enfant;Carte Familles Nombreuses (-30 %);child-famille-nombreuse-30;culoz|bellegarde-sur-valserine;2,60;4,50;SNCF Connect;2026-09-02;lu directement;identique
Culoz;Bellegarde-sur-Valserine;Enfant;Carte Familles Nombreuses (-40 %);child-famille-nombreuse-40;culoz|bellegarde-sur-valserine;2,30;4,10;SNCF Connect;2026-09-02;lu directement;identique
Culoz;Bellegarde-sur-Valserine;Enfant;Carte Familles Nombreuses (-50 %);child-famille-nombreuse-50;culoz|bellegarde-sur-valserine;1,90;3,70;SNCF Connect;2026-09-02;lu directement;identique
Culoz;Bellegarde-sur-Valserine;Enfant;Carte Familles Nombreuses (-75 %);child-famille-nombreuse-75;culoz|bellegarde-sur-valserine;1,20;2,80;SNCF Connect;2026-09-02;lu directement;identique
Culoz;Genève;Adulte;Aucune — Plein tarif;adult-none;culoz|geneve;15,80;24,00;SNCF Connect;2026-09-02;lu directement;identique
Culoz;Genève;Adulte;illico LIBERTÉ — Semaine (-25 %);adult-illico-liberte-weekday;culoz|geneve;11,90;18,00;SNCF Connect;2026-09-02;lu directement;identique
Culoz;Genève;Adulte;illico LIBERTÉ — Week-end / Jour férié (-50 %);adult-illico-liberte-weekend;culoz|geneve;7,90;12,00;SNCF Connect;2026-09-02;lu directement;identique
Culoz;Genève;Adulte;illico LIBERTÉ — Accompagnant, Week-end / Jour férié (-50 %);adult-illico-liberte-weekend-companion;culoz|geneve;7,90;12,00;SNCF Connect;2026-09-02;lu directement;identique
Culoz;Genève;Adulte;illico LIBERTÉ JEUNES (-50 %);adult-illico-jeunes;culoz|geneve;7,90;12,00;SNCF Connect;2026-09-02;lu directement;identique
Culoz;Genève;Adulte;Carte Liberté SNCF (-25 %);adult-liberte-nationale;culoz|geneve;11,90;18,00;SNCF Connect;2026-09-02;lu directement;identique
Culoz;Genève;Adulte;Carte Familles Nombreuses (-30 %);adult-famille-nombreuse-30;culoz|geneve;9,00;15,30;SNCF Connect;2026-09-02;lu directement;identique
Culoz;Genève;Adulte;Carte Familles Nombreuses (-40 %);adult-famille-nombreuse-40;culoz|geneve;7,70;14,00;SNCF Connect;2026-09-02;lu directement;identique
Culoz;Genève;Adulte;Carte Familles Nombreuses (-50 %);adult-famille-nombreuse-50;culoz|geneve;6,40;12,70;SNCF Connect;2026-09-02;lu directement;identique
Culoz;Genève;Adulte;Carte Familles Nombreuses (-75 %);adult-famille-nombreuse-75;culoz|geneve;3,20;9,50;SNCF Connect;2026-09-02;lu directement;identique
Culoz;Genève;Adulte;Carte Militaire (-75 %);adult-military;culoz|geneve;4,00;6,00;TER Auvergne-Rhône-Alpes;2026-09-02;lu directement;"écart (ancienne 2de 3,20 ; ancienne 1re 9,50)"
Culoz;Genève;Adulte;Carte Famille Militaire (-40 %);adult-family-military;culoz|geneve;9,50;14,40;SNCF Connect;2026-09-02;lu directement;identique
Culoz;Genève;Enfant;Aucune — Tarif Enfant 4–11 ans;child-none;culoz|geneve;7,90;12,00;SNCF Connect;2026-09-02;lu directement;identique
Culoz;Genève;Enfant;illico LIBERTÉ — Accompagnant, Week-end / Jour férié;child-illico-liberte-weekend-companion;culoz|geneve;4,00;6,00;SNCF Connect;2026-09-02;lu directement;identique
Culoz;Genève;Enfant;Carte Famille Militaire;child-family-military;culoz|geneve;4,80;7,20;SNCF Connect;2026-09-02;lu directement;identique
Culoz;Genève;Enfant;Carte Familles Nombreuses (-30 %);child-famille-nombreuse-30;culoz|geneve;4,50;7,70;SNCF Connect;2026-09-02;lu directement;identique
